Edition,Publisher,Base/Expansion,Deck,Number,Type,Player(s),Name,Cost,VPs,Prerequisites,Passing Left,Card Category (Revised only),Text
Original,Z-Man,Expansion,BI,18,Occupation,1+,Apple Man,,,,,,"Once during each Returning home phase, you may pay 1 Vegetable from your supply to take a ""Plow 1 field"", ""Build fences"", or ""Build stables"" action without placing a person."
Original,Z-Man,Expansion,BI,19,Occupation,1+,Deaconess,,,,,,"As long as you have exactly 2 Family members, in the Feeding phase of Harvest 1/2/3/4/5/6, you receive 1/2/3/4/5/6 Food."
Original,Z-Man,Expansion,BI,20,Occupation,1+,Survivalist,,,,,,"(Your Family will eat anything.) In the Feeding phase of each Harvest, the Survivalist can convert up to 1 of each Building material (Wood, Clay, Reed, and Stone) to 2 Food each. In each Harvest you use this, place 1 of these Food on the ""Fishing"" Action space."
Original,Z-Man,Expansion,BI,21,Occupation,1+,Advisor,,,,,,"The next time you use the ""Fishing"" Action space with a person, you also receive 2 Bonus points. After that, you receive 1 Bonus point whenever you use the ""Fishing"" Action space with a person."
Original,Z-Man,Expansion,BI,22,Occupation,1+,Protest Singer,,,,,,(Your system has no limits.) You may keep 1 animal on each unused space on your farmyard. (The spaces still count as unused.) These animals do not participate in the Breeding phase of Harvest.
Original,Z-Man,Expansion,BI,23,Occupation,1+,Systems Theorist,,,,,,"Whenever you build at least 1 stable, you receive 1 Food. At the end of the game, you receive 1/2/3 Bonus points for 2/3/4 stables adjacent to each other."
Original,Z-Man,Expansion,BI,24,Occupation,3+,Member of a Co-operative,,,,,,"Whenever another player performs a ""Family growth"" action, you may place 1 Food from the supply on this card. Once during a 3/4/5 player game, you may pay 3/4/5 Food from this card to play your next ""Family growth"" action as ""Family growth even without room""."
Original,Z-Man,Expansion,Č,1,Occupation,1+,Governor,,,,,,"Immediately take the 4 top Occupations from the face-down pile and select two of them. You may (if you fulfil the conditions on the card) immediately play one at no cost; placed the other into your hand. If you cannot or choose not to play either, take both into your hand."
Original,Z-Man,Expansion,Č,2,Occupation,1+,Weekend Worker,,,,,,"Whenever you renovate, you can build 1 additional room by paying 1 Reed, 1 of the basic Building resource for the hut (Wood or Clay) and 2 Building resources of the new home type (Clay or Stone)."
Original,Z-Man,Expansion,Č,3,Occupation,4+,Jack-of-all-Trades,,,,,,"Immediately discard all the Occupations that you have played. (All their effects are lost.) Once in each Round, you can pay 1 Food to use an Occupation that has been played by another player. You receive all benefits except for any that are given when the card is played or at the end of the game. As soon as you play another Occupation, you must discard the Jack-of-all-Trades."
Original,Z-Man,Expansion,Č,4,Occupation,4+,Teacher of Nations,,,,,,"All players can pay 1 Food less when they play an Occupation. Whenever one of the other players use this discount, you receive 1 Food from the Supply."
Original,Z-Man,Expansion,Č,5,Occupation,1+,Hero,,,,,,"You immediately receive 3 Food. Once during the game, you can discard 1 Wild Boar to immediately take a ""Family Growth"" action without placing a Family member. The newborn Family member cannot take an Action until the following round, and requires a room in your Home."
Original,Z-Man,Expansion,Č,6,Occupation,1+,Seeress,,,,,,"You immediately receive 1 Stone from the Supply and look at the top 3 cards in the Round card pile, then return them in your choice of order. (You need not match these cards to the Phase of the game.) In addition, at any time during the game, you can look at the top Round card."
Original,Z-Man,Expansion,Č,7,Occupation,4+,Bureaucrat,,,,,,"Place up to 3 Food from your own Supply onto this card. Once during each Round, you may pay 1 Food from this card to place a Person on an Action space that already holds 1 Person (whether your own or another player's). (You can take the Food from this card back into your Supply at any time.)"
Original,Z-Man,Expansion,Č,8,Occupation,3+,Bagpiper,,,,,,"You immediately receive 2 Food. The Family member that took the ""Occupation"" action returns home as though it had not done any work yet this Round. (You place this Family member again as soon as it is your turn again.) The ""Occupation"" Action space returns to its unoccupied state and may be used again."
Original,Z-Man,Expansion,Č,9,Occupation,3+,Only Child,,,,,,"If there are still 3/6/9 full Rounds to be played, you immediately receive 1/2/3 Wood. You receive 3 Bonus points if you have exactly 3 Family members on your farmyard at the end of the game. (Guest markers are not counted as Family members.)"
Original,Z-Man,Expansion,Č,10,Occupation,1+,Snitch,,,,,,"Immediately flip 1 Occupation that you have played face down. In exchange, you can choose to take either 5 Food or 1 Cattle from the Supply. You lose all effects of the face down occupation. (For future Occupations and Improvements, this Occupation continues to count as ""played"".)"
Original,Z-Man,Expansion,Č,11,Occupation,4+,Robber,,,,,,"Once during each Round, when it is your turn, you may skip placing a Family Member. Instead, choose to take 1 Food or 1 Wood from the Supply. You can only skip your turn if at least 1 other player has 1 or more Person tokens to place."
Original,Z-Man,Expansion,Č,12,Occupation,3+,Saint Nicholas,,,,,,"Count how many Family members have been born during the game so far, and immediately take that many Food (maximum 6). (New Offspring, who are still on the ""Family growth"" space already count as Family members.) All players with the fewest Offspring (which could include you) immediately receive 1 Vegetable each."
Original,Z-Man,Expansion,Č,13,Minor Improvement,,Golden Hands,1 Food,,,,,"Whenever you play a Minor or Major improvement, you may replace exactly 1 building resource with another."
Original,Z-Man,Expansion,Č,14,Minor Improvement,,Schoolhouse,"1 Wood,1 Clay",1,,,,"At any time, instead of playing 1 Minor or Major Improvement, you may play 1 Occupation. The price of this Occupation is 1 Food."
Original,Z-Man,Expansion,Č,15,Minor Improvement,,Beer Festival,1 Food,,Have 3 or more Family members,,,"When you play this card, you can immediately take the ""Bake Bread"" action. If you have at least 3/6/9 Food left at the end of the game, you receive 1/2/3 Bonus points."
Original,Z-Man,Expansion,Č,16,Minor Improvement,,Wagon Fort,,,,,,"For each empty space on your Farmyard, you can pay 1 Wood and place 1 of your unbuilt Fences on it. You can take any of these Fences back into your supply at any time. If the Fences are still there at the end of the game, the spaces count as used."
Original,Z-Man,Expansion,Č,17,Minor Improvement,,Chapel,2 Clay,1,,,,"The Chapel is an additional Action space. Players who use this Action can return up to 2 Begging cards. Each Begging card costs 1 Stone, which is placed on the Chapel. At the end of the game, each Stone on this card is worth 1 Bonus point."
Original,Z-Man,Expansion,Č,18,Minor Improvement,,Hops Field,,,Have 1 empty Field,,,"You can immediately pay 1 to 4 Wood to place that many Fences on one of your empty Fields. This Field can no longer be Sown, but is counted as a Field at the end of the game. For each Fence on the Field, you immediately receive 1 Food and you receive 1 Bonus point at the end of the game."
Original,Z-Man,Expansion,Č,19,Minor Improvement,,Wine Cellar,2 Stone,1,Have 1 unfenced Stable,,,"Immediately convert 1 unfenced Stable into a Wine Cellar by tipping it onto its side. You cannot hold animals in the Stable anymore. In the Field phase of each Harvest, you receive 2 Food from the Supply. The space is counted as used. The Wine Cellar is not counted as a Stable. If you fence the space, you can use it as a Pasture."
Original,Z-Man,Expansion,Č,20,Minor Improvement,,Golem,2 Clay,1,Have 1 Oven or Cooking Hearth,,,"Place the 2 Clay you paid for this card on it. At the start of each of the next 2 Rounds, return 1 Clay from this card to the Supply. In these 2 Rounds, the first Family member that you place uses that space twice in a row. On Accumulating spaces, this means that for the second action you can take as many of the resource as are replenished each Round from the Supply."
Original,Z-Man,Expansion,Č,21,Minor Improvement,,Venus of Dolni Vestonice,2 Clay,,,,,"Whenever you use the action space ""Family Growth and Minor Improvement"", you may carry out the family growth action twice with that person. (The Action space becomes available in Rounds 5-7. Even if you take the Action twice, you can build at most 1 Minor Improvement.)"
Original,Z-Man,Expansion,Č,22,Minor Improvement,,Bible,1 Wood,1,Have 1 Occupation,,,"Each of your Family members who takes one of the following Actions in a Round that ends with a Harvest requires 1 Food fewer during the Harvest: ""Plow fields"", ""Plow fields and Sow"", ""Take 1 Grain"", ""Take 1 Vegetable"" or ""Day Labor""."
Original,Z-Man,Expansion,Č,23,Minor Improvement,,Hunger Wall,3 Clay,,,,,"During each Harvest, each Player can pay 1 Clay instead of the required 2 Food for exactly 1 Family member. All that Clay paid is placed on this card. At the end of the game, you receive 1 Bonus point for every 2 Clay on the card."
Original,Z-Man,Expansion,Č,24,Minor Improvement,,Five-Year-Plan,,,Have 2 Occupations and 1 empty Field,,,Mark 1 empty Field with a green arrow marker. You will never be able to Sow this field. The marked Field is no longer scored as a Field but only as a used Farmyard space. You can immediately Sow your remaining empty Fields. Place 2 additional Grain or Vegetables on each Field that you plant this way.
Original,Z-Man,Expansion,FL,1,Minor Improvement,,Farm Cart,3 Wood,1,,,,"Whenever you use the ""Sow"" action, you can Sow 1 Grain on an existing Vegetable field or 1 Vegetable on an existing Grain field. (You can have at most 1 pile of Vegetables and 1 pile Grain on each field.)"
Original,Z-Man,Expansion,FL,2,Minor Improvement,,Beguine Courtyard,"2 Stone,2 Clay",1,,,,"Once your home is shaped like the picture below (5 room home shaped like a ""C""), you must immediately move all the people still in your supply into your home. They may take actions starting that round. (They count as adult Family members and not ""newborns"".)"
Original,Z-Man,Expansion,FL,3,Minor Improvement,,Belgian Shepherd,,1,1 Sheep,,,You may keep up to 2 Sheep on exactly 1 Unused space in your farmyard. The space still counts as unused. You may not keep any animal other than the Belgian Shepherd in your home. (Even if you have special Occupations or Improvements.)
Original,Z-Man,Expansion,FL,4,Minor Improvement,,Educational Building,"2 Clay,1 Reed",,,,,"This card is an additional Action space for you only. The first time you use your 3rd and/or 4th Family member this game, you may use it on this card and alternate placing 1 Wood and 1 Stone on each remaining Round space. Start with Wood. At the start of these rounds, you receive the resource."
Original,Z-Man,Expansion,FL,5,Minor Improvement,,Brabant,,,,,,"At the end of the game, you receive 5 Bonus points if have 2 or 3 animal categories where you score 1 negative point. (You still lose the points for the missing animal types.)"
Original,Z-Man,Expansion,FL,6,Minor Improvement,,Endive Field,2 Food,,2 Occupations,,,"When you play this card, you receive 1 Vegetable. In Rounds that end with a Harvest, you may Sow Vegetables on this card as if it were 1 field. (This card counts as a field but not for scoring.)"
Original,Z-Man,Expansion,FL,7,Minor Improvement,,Diamond Trading Post,"3 Wood,3 Clay",1,3 Occupations,,,"Place 3 Stone from the general supply on this card. At any time, you can move these Stone in your supply. At the start of each Harvest, if you have more Stone in your supply than there are on this card, you may return 1 Stone on this card for a pair of animals. You receive Sheep/ Wild boar/ Cattle with the 1st/ 2nd/ 3rd return."
Original,Z-Man,Expansion,FL,8,Minor Improvement,,Wooden Draisine,2 Wood,,,,,"You can use 2 orthogonally adjacent Accumulation spaces on the same game board with 1 person by placing the person between the spaces. (Afterward, both spaces count as occupied.) You must leave 2 of the items on each space."
Original,Z-Man,Expansion,FL,9,Minor Improvement,,Ebony Shoe,1 Wood,,,,,"If there are still 1/3/6/9 rounds to play, you immediately receive 1/2/3/4 Clay. After playing this card, the next player to have no Unused farmyard spaces receives 3 Bonus points."
Original,Z-Man,Expansion,FL,10,Minor Improvement,,Stuck Cart,2 Food,,2 people placed,X,,"Immediately place and use all the Family members that are in your home. (Afterward, play continues as normal. This card can only be played during the Work phase.)"
Original,Z-Man,Expansion,FL,11,Minor Improvement,,Towhead,1 Food,,Round 4 or before,,,"Place the ""After Family growth also 1 Minor Improvement"" Action space face-down on Round 6. In Round 5, you can use it as if it were already face-up (in addition to the regular new Action space in Round 5)."
